$\delta$,Error
0,1.0658525083925114
0,1.2976014154932238
0,1.4035752371410792
0,1.0758837661545733
0,1.0758837661545733
0,1.2316874782758451
0,1.6959081794713136
0,0.8725418945320845
0,0.8725418945320845
0,0.8725418945320845
0,1.4792175887899282
0,0.6132335374579039
0,0.3385598005884693
0,0.3385598005884693
0,1.4781896111222
0,1.0833234859537049
0,1.0909410892524916
0,1.029812240588412
0,0.8056571745144745
0,0.8056571745144745
0,0.7847759188395124
0,1.4225353807700574
0,0.7740907634150344
0,0.7740907634150344
0,0.6817256734708774
0,1.5407615873590674
0,1.501325160438849
0,0.8264714009412827
0,0.8264714009412827
0,1.0345238230481644
0,1.3428640456663923
0,1.0658525083925114
0,1.0658525083925114
0,1.4225353807701335
0,0.7740907634150344
0,0.6817256734708774
0,0.6817256734708774
0,1.5407615873590674
0,1.501325160438849
0,0.8264714009412827
0,0.8264714009412827
0,1.0345238230483742
0,1.3428640456663923
0,1.0658525083923078
0,1.0658525083923078
0,1.2976014154932238
0,1.403575237141234
0,1.0758837661545733
0,1.0758837661545733
0,1.0758837661545733
0,1.2316874782759333
0,1.6959081794715696
0,0.8725418945323332
0,1.4792175887899282
0,1.4792175887899282
0,0.6132335374580808
0,0.3385598005884693
0,1.4781896111220532
0,1.0833234859535044
0,1.090941089252591
0,1.090941089252591
0,1.029812240588412
0,0.8056571745139357
0,0.7847759188395124
0,0.7847759188395124
0,1.4225353807701335
0,0.6817256734708774
0,1.5407615873590674
0,1.501325160438849
0,0.8264714009412827
0,0.8264714009412827
0,1.0345238230481644
0,1.3428640456663923
0,1.0658525083923078
0,1.0658525083923078
0,1.2976014154932238
0,1.4035752371410792
0,1.0758837661545733
0,1.0758837661545733
0,1.2316874782758451
0,1.6959081794713775
0,0.8725418945323332
0,0.8725418945323332
0,0.8725418945323332
0,1.4792175887899282
0,0.6132335374580808
0,0.3385598005884693
0,0.3385598005884693
0,1.4781896111222
0,1.0833234859537049
0,1.090941089252591
0,1.029812240588412
0,0.8056571745144745
0,0.8056571745144745
0,0.7847759188395124
0,1.4225353807700574
0,0.7740907634150344
0,0.7740907634150344
0,0.6817256734708774
1,0.6442168920235998
1,1.2094092977679956
1,1.062021167311304
1,1.265610482720775
1,0.802417933979681
1,0.7591498778087057
1,1.0611634619048778
1,0.9458120128807496
1,1.623563595741469
1,1.2363517216927058
1,0.7613912718191777
1,0.8286061962869359
1,1.2488657937827716
1,1.0360146500560274
1,0.8331998291825852
1,1.170353311080261
1,0.9852784665722677
1,1.4903177786313422
1,1.2878334638429343
1,1.209409297767816
1,1.0620211673115083
1,0.7351332166751731
1,0.6683470403172491
1,0.6683470403169244
1,1.1876865465683302
1,1.3248848493365348
1,1.229329718903227
1,0.3018619743420914
1,1.1598915414563142
1,0.926090055472187
1,0.9312043216998483
1,0.950559373437499
1,0.8758784969780842
1,1.0839889225965753
1,1.4968063967027154
1,1.387944895937999
1,0.9605121300399041
1,0.6429875712173015
1,0.5364626441073385
1,1.0315675188718179
1,1.1639716126107917
1,1.2607555604301386
1,1.1061221588314414
1,0.8255132455413998
1,1.3160847826749407
1,1.3994163429744106
1,0.8024179339795457
1,0.7591498778087057
1,1.2293297189033154
1,1.1598915414564077
1,0.926090055472187
1,0.9976940989483954
1,0.9505593734372706
1,1.507750717638602
1,1.0533863956888772
1,1.0533863956888772
1,0.6040457548257145
1,1.166974687617935
1,1.2912264977000496
1,0.8371416724011116
1,1.2190548878611862
1,1.1398147332789546
1,1.7502454982146098
1,1.3707814369303992
1,1.06116346190498
1,0.9458120128808643
1,0.9312043216997318
1,0.8758784969778364
1,1.083988922596375
1,1.1669746876178422
1,1.2912264977000496
1,1.265610482720775
1,1.3248848493365348
1,0.9976940989483954
1,1.6660903126897593
2,1.0658525083925114
2,1.2976014154932238
2,1.4035752371410792
2,1.0758837661545733
2,1.0758837661545733
2,1.2316874782758451
2,1.6959081794713136
2,0.8725418945320845
2,0.8725418945320845
2,0.8725418945320845
2,1.4792175887899282
2,0.6132335374579039
2,0.3385598005884693
2,0.3385598005884693
2,1.4781896111222
2,1.0833234859537049
2,1.0909410892524916
2,1.029812240588412
2,0.8056571745144745
2,0.8056571745144745
2,0.7847759188395124
2,1.4225353807700574
2,0.7740907634150344
2,0.7740907634150344
2,0.6817256734708774
2,1.5407615873590674
2,1.501325160438849
2,0.8264714009412827
2,0.8264714009412827
2,1.0345238230481644
2,1.3428640456663923
2,1.0658525083925114
2,1.0658525083925114
2,1.4225353807701335
2,0.7740907634150344
2,0.6817256734708774
2,0.6817256734708774
2,1.5407615873590674
2,1.501325160438849
2,0.8264714009412827
2,0.8264714009412827
2,1.0345238230483742
2,1.3428640456663923
2,1.0658525083923078
2,1.0658525083923078
2,1.2976014154932238
2,1.403575237141234
2,1.0758837661545733
2,1.0758837661545733
2,1.0758837661545733
2,1.2316874782759333
2,1.6959081794715696
2,0.8725418945323332
2,1.4792175887899282
2,1.4792175887899282
2,0.6132335374580808
2,0.3385598005884693
2,1.4781896111220532
2,1.0833234859535044
2,1.090941089252591
2,1.090941089252591
2,1.029812240588412
2,0.8056571745139357
2,0.7847759188395124
2,0.7847759188395124
2,1.4225353807701335
2,0.6817256734708774
2,1.5407615873590674
2,1.501325160438849
2,0.8264714009412827
2,0.8264714009412827
2,1.0345238230481644
2,1.3428640456663923
2,1.0658525083923078
2,1.0658525083923078
2,1.2976014154932238
2,1.4035752371410792
2,1.0758837661545733
2,1.0758837661545733
2,1.2316874782758451
2,1.6959081794713775
2,0.8725418945323332
2,0.8725418945323332
2,0.8725418945323332
2,1.4792175887899282
2,0.6132335374580808
2,0.3385598005884693
2,0.3385598005884693
2,1.4781896111222
2,1.0833234859537049
2,1.090941089252591
2,1.029812240588412
2,0.8056571745144745
2,0.8056571745144745
2,0.7847759188395124
2,1.4225353807700574
2,0.7740907634150344
2,0.7740907634150344
2,0.6817256734708774
2,0.9852784665721575
2,1.4903177786313422
2,1.4256723878495858
2,1.4670656581090264
2,0.7668936660829289
2,1.2404934793915863
2,0.7475653537081355
2,1.4445001132659305
2,1.0852967457350398
2,1.9446473666374342
2,1.971845147386175
2,0.9851099059590065
2,1.6343341244812797
2,0.9330344483466576
2,1.5214867167922526
2,1.065296476756902
2,1.365762491655452
2,1.0038574210735325
2,1.2468032460183667
2,1.148415824337363
2,1.4387115095939593
2,1.5710581292827555
2,1.1463735802391026
2,1.170136631225492
2,0.7929069966550613
2,1.131229421731261
2,1.1441798012839397
2,0.702115360644522
2,1.48490363676217
2,0.8774788723293235
2,0.8774788723294472
2,1.152316184333956
2,0.3248910300211269
2,1.1290118897756942
2,1.3054423880005184
2,0.8706483444445778
2,1.0994859490377122
2,0.9197860681540254
2,1.5504989236479751
2,0.6539389301428572
2,1.112929522396037
2,1.1253478479860923
2,1.1511880604543987
2,0.6876957947730055
2,1.2136244603107325
2,1.323915737460718
2,0.9334236339481704
2,1.1353655058664727
2,1.1698124197085429
2,0.9361045792726157
2,1.340113186725569
2,0.9137675043049293
2,1.0386488856633203
2,0.8485478853691583
2,1.481887299738472
2,1.3461993415648306
2,0.774878791640341
2,1.003264360409631
2,0.839351591183282
2,1.0061919324861246
2,1.5679818551830778
2,1.1597187095492245
2,0.6658720919007638
2,1.2803148478595197
2,1.0289795615959934
2,1.2552452983308142
2,1.430878381965584
2,1.1058457598964488
2,1.1846906664513952
2,1.1285242240166913
2,0.939535916013269
2,1.1125105471202645
2,1.0282489140650506
2,0.8031528757489255
2,1.444670210594904
2,0.8694193006773812
2,0.5027903101709661
2,1.2237307350173912
2,1.3997179528836992
2,1.2956570972517432
2,1.1604457923179579
2,0.7575662670515383
2,1.2334288334841044
2,0.9361045792727316
2,1.3401131867257308
2,0.8944884857076123
2,1.501129561140425
2,1.4910101028490865
2,1.567276978142327
2,1.3093460375398882
2,1.1140887003081177
2,0.365863972769225
2,1.1948400186476935
2,0.9499826882182996
2,1.4081774527997672
2,1.3787455126789463
2,1.4371281234174853
2,1.2216772991360092
2,1.423637240747504
2,1.3498834768879826
2,0.9902102849644742
