$\delta$,Error
0,0.9179980092303365
0,0.601963089114785
0,1.0260508664349068
0,1.0232059146296024
0,0.634329766788623
0,1.1462862879805522
0,1.1438579461771445
0,0.47467489381685224
0,0.48383762931781304
0,1.1294129404002096
0,0.6061308829484098
0,0.6078090104520569
0,0.9302502937563041
0,0.6063542273797139
0,0.6051869341005239
0,0.7531357191595431
0,0.6633112850492445
0,0.662340626901655
0,0.6493782235807221
0,0.8111068181602132
0,0.810742453738765
0,0.5781648132115444
0,1.012283956952445
0,1.0040012633664999
0,0.7951712472730142
0,0.7868781877581931
0,0.6716466703073063
0,0.6767217487081395
0,1.0242209794811301
0,0.6588607854468527
0,0.6671100815122242
0,1.1883786005197816
0,0.5619188149057058
0,1.135503038809396
0,1.1351818158300055
0,0.73216139122149
0,0.8936676734516507
0,0.8902197641998935
0,0.7202252218409034
0,0.7402177600649962
0,0.7371353154631057
0,0.7198601183431037
0,0.6667181411784809
0,0.6767641058051692
0,0.8427777450987948
0,0.5626447892847088
0,0.5605172878049265
0,0.9915236298330201
1,0.7268859461057186
1,0.8644310417694536
1,0.6886506311819665
1,0.9592291148367346
1,0.6304182572100128
1,0.9097852579514283
1,0.857438383786301
1,1.0574660828314784
1,0.5257135450723456
1,0.8745199322255766
1,0.8983449965215479
1,0.5933727966242673
1,1.1167993078886262
1,0.8713215585457312
1,0.9335729708466143
1,0.7510562786464672
1,1.058603100974499
1,0.9390171861485592
1,0.9588167147116998
1,0.7565568905468943
1,1.018142781378135
1,0.7668298180234949
1,1.0746179388963184
1,0.8128013607565029
1,0.9982140153712245
1,0.8553764343750528
1,0.8618207938325032
1,0.7006182309954964
1,1.0330943326826454
1,0.8388344798280126
1,0.907173783758767
1,0.6417455301024524
1,0.9037266076899497
1,0.787651710005818
1,0.9156182265165548
1,0.8530584624627956
1,0.8565492165058707
1,0.6855060377343754
1,0.9164376043702217
1,0.8059101129276552
1,0.8017765915574506
1,0.8134196875930917
1,0.84734040681182
1,0.863412014758987
1,0.8690420357057934
1,0.7578406337614121
1,0.8474454895549
1,0.749309149417737
1,0.8684922013920076
1,0.8379360502813938
1,0.7455252351091322
1,0.8237180710845248
1,0.9522495200734938
1,0.9735055401211404
1,0.786928144373133
1,0.9046922755868789
1,0.8001557644903031
1,0.8947197450097123
1,0.75615512142386
1,0.8916564137330351
1,0.7430636619571889
1,0.8335293412899056
1,0.8908046724437096
1,0.9233008705681158
1,0.7958925763241872
1,0.8854670949277009
1,0.8171387809706371
1,0.9399770392732857
1,0.8409128451383271
1,1.0123927679464941
1,0.8491432797961024
1,0.9590948274522643
1,0.8962167265911568
1,0.9855836845847068
1,0.8698163971933103
1,0.9562025526449431
1,0.8590444158396009
1,0.9726442149432638
1,0.8179872625422822
1,0.9704302482473589
1,0.8015752050891309
1,0.984045845080509
1,0.8564154815747117
1,1.0008191803962583
1,0.8208857909966257
1,1.0001948456542158
1,0.8077711804236769
1,0.9971610632945517
1,0.8029705737432361
1,1.0227653896358506
1,0.7399166087437149
1,0.997364052367782
1,0.6888062885145125
1,1.0098631671639469
1,0.6382269004490364
1,1.0323417463076117
1,0.6213077768094392
1,1.0427906974535606
1,0.6700807171935115
1,1.0904263394781863
1,0.6234678054634939
1,1.1017916872147377
1,0.6226806821351878
1,1.0977825078416295
1,0.6305820209700571
1,1.1019274501881664
1,0.6546987818997937
1,1.0760667461426285
1,0.7144754124198136
1,1.0722621397338046
1,0.7007154554809193
1,1.0672518938856075
1,0.7192693648751968
1,1.0750435973541697
1,0.696558696816249
1,1.0808548298513234
1,0.6852529721821334
1,1.0890289706957852
1,0.6746728424395515
1,1.0942966120608322
1,0.6500655366573671
1,1.0890616224100882
1,0.6258881191167438
1,1.0842171263031932
1,0.6035282888254572
1,1.0825051173826037
1,0.5703064541364257
1,1.0793434651250262
1,0.5652545917297762
1,1.0813566742761835
1,0.5456232054634588
1,1.0819073401825667
1,0.5481229793741019
1,1.085035360405289
1,0.5488270104214348
1,1.0952880689829012
1,0.6299638273677082
1,1.1559763832706418
1,0.6373257269342921
1,1.1623164712258345
1,0.6427796889163725
1,1.1632802061746628
1,0.8422478457872593
1,0.7371263869803963
1,0.9000795795009245
1,0.6709539565651291
1,0.8315168488349455
1,0.6776966937884404
1,0.9743377905003785
1,0.7602804404780559
1,0.8085710172084527
1,0.6674953140344804
1,1.0274775376603043
1,0.9587227907050929
1,0.8028282588790776
1,0.6759288584553224
1,1.014379665762778
1,0.8353901556024943
1,0.8894571123280979
1,0.7052137931447238
1,0.930368597486167
1,0.9040235589235542
1,0.8793440785824177
1,0.7060093596419597
1,0.9037182844287156
1,0.7249790979670976
1,0.8669284165745318
1,0.807195240809615
1,0.886530600358938
1,0.9946360373857501
1,0.7054118230138015
1,0.8571962561576669
1,0.8221971022543713
1,0.8795094364715201
1,0.9003104337664335
1,1.025867186168492
1,0.6570362396433943
1,0.9114857812724046
1,0.7868596543596014
1,0.9893161144873848
1,0.7563262468843384
1,0.8438984771799942
1,0.8305892376789573
1,0.9089564098047771
1,0.7765763874382979
1,0.9031652003039875
1,0.7386877766253559
1,0.9377179295331999
1,0.7081876429055092
1,0.8742365688717174
1,0.651560445473561
1,0.8953612655950568
1,0.6964044992340029
1,1.0307141737310992
1,0.6108356531530525
1,0.9728952747804237
1,0.6812158042322431
1,0.9864665990448682
1,0.7183828447704442
1,0.9918532159552557
1,0.6609499205988878
1,0.9729012148208722
1,0.7257286897475179
1,1.011863962412723
1,0.6445807160839538
1,1.0195199316562018
1,0.5914933679795347
1,1.033343195037041
1,0.6779342161927795
1,1.101945753099442
1,0.6347781894000155
1,1.0255745687197337
1,0.6850994550907544
1,1.0284446225464252
1,0.6541713846178961
1,1.0190365412793938
1,0.6917506066673877
1,1.0577026068475555
1,0.6410210917531157
1,1.038683528611256
1,0.6506687311046653
1,1.0677104744107353
1,0.6285936048546662
1,1.069387661335669
1,0.6113566167202836
1,1.0845634164879874
1,0.5716902255853888
1,1.077492158974397
1,0.5928493027695447
1,1.071836289151552
1,0.5727662901451844
1,1.070900062116709
1,0.5834582997520881
1,1.0809114953033525
1,0.6374579635011202
1,1.1201623739225366
1,0.5955380127608171
1,1.1225272793068164
1,0.6221338651578227
1,1.1382957585048243
1,0.6288506668548169
1,1.1444949677331342
1,0.6383342644672207
1,1.1115294552059891
1,0.6971251256206643
1,1.1033805410961366
1,0.7165843183104403
1,1.1012674704149532
1,0.7225786296386731
1,1.1114036957480296
1,0.712921870386524
1,1.1145157641326562
1,1.2108039896088247
1,0.6489539786753972
1,1.2121439824562399
1,0.6213324847668317
1,1.2234490412917245
1,0.5968592572377734
1,1.2245070239839384
1,0.5858496931350645
1,1.2277781486562334
1,0.5674868024891427
1,1.2315300038798254
1,0.5702540095092329
1,1.22975827376464
1,0.5586255836324533
1,1.2202118342496622
1,0.5584818945317203
1,1.2095747375674606
1,0.5583588269399898
1,1.1977616711297798
1,0.5476585874839371
1,1.1958828027206603
1,0.5540621787915813
1,1.1887739611741068
1,0.5616894326726498
1,1.131562723089406
1,0.616772893408029
1,0.8658916080318292
1,0.7013451921203704
1,0.7857582256121135
1,0.680533210795666
1,0.7611495632126843
1,0.705348847190929
1,0.8149116990417686
1,0.82183475242166
1,0.7070004264710434
1,0.6858783807666006
1,0.9952158876592814
1,0.8571782358669396
1,0.8150375391429457
1,0.6701896818994395
1,0.9605240177281942
1,0.940182048714922
1,0.6679900792030515
1,0.689822287278559
1,0.887669484345408
1,0.8335810447464193
1,0.6890004534319629
1,0.9348444631998943
1,0.6274248613894842
1,0.9463460875333832
1,0.6203265593410457
1,0.8205490554507029
1,0.8312287965924836
1,0.9636842809714379
1,0.6636270972309847
1,0.9452964153051915
1,0.6601517919998453
1,0.9608964410374584
1,0.8522875595282149
1,1.0576034322995098
1,0.7027479512693393
1,0.8661261385373323
1,0.7830083018919852
1,0.9648535251585646
1,0.6160621399231034
1,0.9512716916810746
1,0.6732605933697948
1,1.0566462944804742
1,0.5787489218506814
1,0.9174862913140703
1,0.6587792168010828
1,0.9766834026544345
1,0.5251530664147095
1,1.0576380952202442
1,0.5367668113004378
1,1.0525966903960462
1,0.7277387574761442
1,1.0565198769981274
1,0.7061538314707706
1,1.0758787555740894
1,0.7052768808162367
1,1.1220696759152569
1,1.0759495084462236
1,0.65901945849227
1,1.088475317459331
1,0.728325960937332
1,1.035605997758813
1,0.6375167525256156
1,1.0681182496667276
1,0.6833922496145075
1,1.05921421913199
1,0.710689728581718
1,1.0417652021246389
1,0.6704386078347206
1,1.0797224147416118
1,0.7172433167267228
1,1.052480639826793
1,0.6198248168749134
1,1.0801434915346069
1,0.506419263576977
1,1.0602028460840687
1,0.48986312649659663
1,1.0510927862140078
1,0.49798309425800047
1,1.0267280599789785
1,0.4940997749770863
1,1.0371262557835081
1,0.6077084678005481
1,1.0135685645915053
1,0.6093029911080118
1,1.0220685675156325
