$\delta$,Error
0,1.3788042542245182
0,1.2492747916128715
0,1.2492747916128715
0,1.339800107223019
0,1.6305665825638573
0,0.8556387844833131
0,0.8556387844833131
0,0.8526178740856827
0,1.127046018702363
0,1.127046018702363
0,0.5343689339803956
0,0.7416272299313792
0,0.7416272299313792
0,0.8586214270584123
0,0.7069618180149957
0,0.706961818014719
0,1.188281197693157
0,0.7869474734616817
0,0.8143958565477296
0,0.8143958565477296
0,0.9092420056191192
0,0.6605926647168295
0,0.6253232248568017
0,1.1338465730193088
0,0.7475872824888558
0,0.6191527351223493
0,0.6191527351223493
0,1.3223925042147284
0,1.2004891521100496
0,1.3637000689552643
0,1.3637000689552643
0,1.7043482427928347
0,1.3788042542245182
0,1.312676642655743
0,0.9534974793915766
0,0.9534974793915766
0,0.8264862039899215
0,1.2405228034214826
0,0.9466499082011713
0,0.8894450126712516
0,0.8894450126712516
0,1.248542519581194
0,1.0932918062628079
0,1.2441657632331637
0,1.2441657632331637
0,1.0804854252093197
0,0.7238644325012882
0,0.7102885237878209
0,0.7102885237878209
0,1.0853150098876652
0,0.9560741855054253
0,1.1073667545997956
0,1.1073667545997956
0,1.4119046656553955
0,1.1987910768259082
0,1.2120014392296519
0,1.2120014392296519
0,1.0742468903629347
0,0.8972823029012017
0,0.8972823029012017
0,0.8260721443412757
0,0.9268758845787926
0,0.5111020098635526
0,0.5111020098635526
0,0.9965291757494821
0,1.312676642655743
0,0.7416272299313792
0,0.7416272299313792
0,0.8586214270584123
0,0.7069618180149957
0,0.7069618180149957
0,1.188281197693157
0,0.7869474734616817
0,0.8143958565477296
0,0.8143958565477296
0,0.9092420056191192
0,0.6605926647168295
0,0.6253232248568017
0,1.1338465730191363
0,0.7475872824888558
0,0.6191527351223493
0,0.6191527351223493
0,1.3223925042145805
0,1.2004891521102126
0,1.3637000689552643
0,1.3637000689552643
0,1.7043482427928347
0,1.3788042542245182
0,1.2492747916128715
0,1.2492747916128715
0,1.3398001072231651
0,1.6305665825637374
0,0.8556387844833131
0,0.8556387844833131
0,0.8526178740856827
0,1.127046018702363
0,1.127046018702363
0,0.5343689339803956
0,0.7416272299313792
1,1.0056219365086594
1,0.7317745657308024
1,1.3192127053022655
1,1.1936775882732484
1,1.3338548841809397
1,0.30398401131977676
1,1.3435808282757786
1,0.5732690842957398
1,0.8575170103828003
1,0.9126292250931983
1,1.0081268624614996
1,1.1239667678092766
1,0.9973094332116318
1,1.0283726863103317
1,1.0396008016275065
1,1.1285578689443352
1,0.6282044448862697
1,1.4872430407764123
1,1.0348976179331333
1,1.1275678259967354
1,1.2737156312300164
1,0.9074031993577282
1,0.7417901648512245
1,1.207714036549242
1,1.1274938597650608
1,0.9996523586576616
1,1.3781419097398406
1,1.0749977774277821
1,1.0693323174064353
1,0.8460706597479559
1,1.0679979769467045
1,1.1486114755180887
1,1.1950056671210003
1,1.081425893599327
1,1.2938565164876699
1,1.0368162312837812
